Paper_Name,Paper_ID,Exp_ID,Treatment_ID,Measure_ID,Exp_ID_Cleaned,ES_ID,Title,Authors,Year,Industry,Venue,Exp_Design,Comp_Type,Task_Desc,Marketing_Task,Task_Data_Cleaned,Task_Data_IsCategoric,Task_Data_IsCode,Task_Data_IsImage,Task_Data_IsNumeric,Task_Data_IsText,Task_Data_IsVideo,Task_Output,Task_Output_Cleaned,Task_Type,AI_Type,AI_Data_In,AI_Data_Out,AI_Type_Cleaned,Final_Decision,Division_Labor,Condition_Name,AI_Expl_Incl,AI_Conf_Incl,AI_Expl_Type,Perf_Metric,Perf_Metric_Cleaned,Perf_Dir,N_Exp,N_Human,N_HumanAI,Participant_Type,Participant_Type_2,Participant_Source,Participant_Expert,Participant_Crowdworker,Avg_Perf_Human,Avg_Perf_AI,Avg_Perf_HumanAI,Avg_Perf_Human_Adj,Avg_Perf_AI_Adj,Avg_Perf_HumanAI_Adj,Baseline,Avg_Perf_Baseline_Adj,Avg_Perf_Worse_Adj,Synergy,Sd_Perf_Human,Sd_Perf_AI,Sd_Perf_HumanAI,Sd_Perf_Baseline,Sd_Perf_Worse,Est_ES,Notes,Notes_2,es_s,variance_s,es_h,variance_h,es_a,variance_a,es_n,variance_n
Liu_2021,9,3,2,1,9.3,9.3.2.1,Understanding the Effect of Out-of-Distribution Examples and Interactive Explanations on Human-AI Decision Making,"Liu, Han; Lai, Vivian; Tan, Chenhao",2021,Public sector,Proc. ACM Hum.-Comput. Interact.,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Binary,Shallow,Human,No,"BIOS, IND, H = None/None, HAI = Inter/Inter",Yes,No,"Image, Numeric, Text",Accuracy,Accuracy,Up,1296,216,216,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.6,0.655,0.594,0.6,0.655,0.594,AI,0.655,0.6,0,0.156,0.0,0.142,0.0,0.156,No,"BIOS, IND, H = None/None, HAI = Inter/Inter",,,,-0.040153892276867345,0.009228828549668609,,,-0.040153892276867345,0.009228828549668609
Liu_2021,9,3,3,1,9.3,9.3.3.1,Understanding the Effect of Out-of-Distribution Examples and Interactive Explanations on Human-AI Decision Making,"Liu, Han; Lai, Vivian; Tan, Chenhao",2021,Public sector,Proc. ACM Hum.-Comput. Interact.,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Binary,Shallow,Human,No,"BIOS, OOD, H = None/None, HAI = Static/Static",Yes,No,"Image, Numeric, Text",Accuracy,Accuracy,Up,1296,216,216,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.545,0.561,0.561,0.545,0.561,0.561,AI,0.561,0.545,0,0.173,0.0,0.119,0.0,0.173,No,"BIOS, OOD, H = None/None, HAI = Static/Static",,,,0.10757375732942424,0.00924031587016861,,,0.10757375732942424,0.00924031587016861
Liu_2021,9,3,4,1,9.3,9.3.4.1,Understanding the Effect of Out-of-Distribution Examples and Interactive Explanations on Human-AI Decision Making,"Liu, Han; Lai, Vivian; Tan, Chenhao",2021,Public sector,Proc. ACM Hum.-Comput. Interact.,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Binary,Shallow,Human,No,"BIOS, OOD, H = None/None, HAI = Inter/Inter",Yes,No,"Image, Numeric, Text",Accuracy,Accuracy,Up,1296,216,216,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.545,0.561,0.563,0.545,0.561,0.563,AI,0.561,0.545,1,0.173,0.0,0.122,0.0,0.173,No,"BIOS, OOD, H = None/None, HAI = Inter/Inter",,,,0.12004025254170664,0.009243588617184622,,,0.12004025254170664,0.009243588617184622
Rastogi_2022,12,1,1,1,12.1,12.1.1.1,Deciding Fast and Slow: The Role of Cognitive Biases in AI-Assisted Decision-Making,"Rastogi, Charvi; Zhang, Yunfeng; Wei, Dennis; Varshney, Kush R.; Dhurandhar, Amit; Tomsett, Richard",2022,Public sector,Proc. ACM Hum.-Comput. Interact.,Between-Subjects,Independent Samples,Predict student performance,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Binary,Shallow,Human,No,HAI = Constant Time,No,No,,Accuracy,Accuracy,Up,479,95,109,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.619,0.6,0.607,0.619,0.6,0.607,Human,0.619,0.6,0,0.071,0.0,0.064,0.071,0.0,No,HAI = Human+AI,,-0.17751664731260172,0.019631089413130298,-0.17692210053317192,0.01829257093759288,,,,
Rastogi_2022,12,1,2,1,12.1,12.1.2.1,Deciding Fast and Slow: The Role of Cognitive Biases in AI-Assisted Decision-Making,"Rastogi, Charvi; Zhang, Yunfeng; Wei, Dennis; Varshney, Kush R.; Dhurandhar, Amit; Tomsett, Richard",2022,Public sector,Proc. ACM Hum.-Comput. Interact.,Between-Subjects,Independent Samples,Predict student performance,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Binary,Shallow,Human,No,HAI = Random time,No,No,,Accuracy,Accuracy,Up,479,95,95,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.619,0.6,0.619,0.619,0.6,0.619,Human,0.619,0.6,0,0.071,0.0,0.054,0.071,0.0,No,HAI = Human+AI+HMM,,0.0,0.020884770734355733,0.0,0.020884770734355733,,,,
Rastogi_2022,12,1,3,1,12.1,12.1.3.1,Deciding Fast and Slow: The Role of Cognitive Biases in AI-Assisted Decision-Making,"Rastogi, Charvi; Zhang, Yunfeng; Wei, Dennis; Varshney, Kush R.; Dhurandhar, Amit; Tomsett, Richard",2022,Public sector,Proc. ACM Hum.-Comput. Interact.,Between-Subjects,Independent Samples,Predict student performance,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Binary,Shallow,Human,No,HAI = Confidence-based time,No,No,,Accuracy,Accuracy,Up,479,95,85,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.619,0.6,0.614,0.619,0.6,0.614,Human,0.619,0.6,0,0.071,0.0,0.063,0.071,0.0,No,HAI = Human+AI+SMM,,-0.07393322242560486,0.022118364449179275,-0.07416116593061393,0.023335516768327777,,,,
Rastogi_2022,12,1,4,1,12.1,12.1.4.1,Deciding Fast and Slow: The Role of Cognitive Biases in AI-Assisted Decision-Making,"Rastogi, Charvi; Zhang, Yunfeng; Wei, Dennis; Varshney, Kush R.; Dhurandhar, Amit; Tomsett, Richard",2022,Public sector,Proc. ACM Hum.-Comput. Interact.,Between-Subjects,Independent Samples,Predict student performance,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Binary,Shallow,Human,No,HAI = Confidence-based time with explanation,No,Yes,,Accuracy,Accuracy,Up,479,95,96,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.619,0.6,0.622,0.619,0.6,0.622,Human,0.619,0.6,1,0.071,0.0,0.059,0.071,0.0,No,HAI = Quick Sort HMM,,0.04579802987673116,0.02078232600616226,0.045776808108092835,0.020674382445984994,,,,
Ibrahim_2023,17,1,1,1,17.1,17.1.1.1,Do Explanations Improve the Quality of AI-Assisted Human Decisions? An Algorithm-in-the-Loop Analysis of Factual & Counterfactual Explanations,"Ibrahim, Lujain; Ghassemi, Mohammad M.; Alhanai, Tuka",2023,Public sector,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Numeric,Shallow,Human,No,HAI = RA Only,No,No,,Brier Score,Accuracy,Up,738,93,93,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.7108,0.7907,0.7553,0.7108,0.7907,0.7553,AI,0.7907,0.7108,0,0.0736,0.0329,0.0446,0.0329,0.0736,No,HAI = Selective Feature Attr.,,-0.8996255749202616,0.023488064702333403,0.7282883762415715,0.022744382049645698,-0.8996255749202616,0.023488064702333403,0.7282883762415715,0.022744382049645698
Ibrahim_2023,17,1,2,1,17.1,17.1.2.1,Do Explanations Improve the Quality of AI-Assisted Human Decisions? An Algorithm-in-the-Loop Analysis of Factual & Counterfactual Explanations,"Ibrahim, Lujain; Ghassemi, Mohammad M.; Alhanai, Tuka",2023,Public sector,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Numeric,Shallow,Human,No,HAI = Diverse Counterfactual,Yes,No,"Numeric, Text",Brier Score,Accuracy,Up,738,93,89,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.7108,0.7975,0.7499,0.7108,0.7975,0.7499,AI,0.7975,0.7108,0,0.0736,0.0305,0.0548,0.0305,0.0736,No,Results here represent untransformed data (slightly different from original paper),,-1.0751921262029103,0.024955013768889936,0.6000375435656531,0.023283274050316317,-1.0751921262029103,0.024955013768889936,0.5981922941861044,0.022780406539059994
Ibrahim_2023,17,1,3,1,17.1,17.1.3.1,Do Explanations Improve the Quality of AI-Assisted Human Decisions? An Algorithm-in-the-Loop Analysis of Factual & Counterfactual Explanations,"Ibrahim, Lujain; Ghassemi, Mohammad M.; Alhanai, Tuka",2023,Public sector,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Numeric,Shallow,Human,No,HAI = Selective Counterfactual,Yes,No,"Numeric, Text",Brier Score,Accuracy,Up,738,93,96,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.7108,0.7965,0.7432,0.7108,0.7965,0.7432,AI,0.7965,0.7108,0,0.0736,0.0314,0.0755,0.0314,0.0736,No,Results here represent untransformed data (slightly different from original paper),,-0.9129817266148578,0.023187105771215598,0.432854685479769,0.02115304387952356,-0.9129817266148578,0.023187105771215598,0.43273864867345957,0.021491094205827354
Ibrahim_2023,17,1,4,1,17.1,17.1.4.1,Do Explanations Improve the Quality of AI-Assisted Human Decisions? An Algorithm-in-the-Loop Analysis of Factual & Counterfactual Explanations,"Ibrahim, Lujain; Ghassemi, Mohammad M.; Alhanai, Tuka",2023,Public sector,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Numeric,Shallow,Human,No,HAI = Complete Feature Attr.,Yes,No,"Numeric, Text",Brier Score,Accuracy,Up,738,93,95,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.7108,0.7959,0.7566,0.7108,0.7959,0.7566,AI,0.7959,0.7108,0,0.0736,0.0316,0.0507,0.0316,0.0736,No,HAI = Treatment 2,,-0.9243749961550521,0.023361724903450114,0.7218352066111944,0.022245011686865376,-0.9243749961550521,0.023361724903450114,0.7231909669691821,0.02248727631705222
Ibrahim_2023,17,1,5,1,17.1,17.1.5.1,Do Explanations Improve the Quality of AI-Assisted Human Decisions? An Algorithm-in-the-Loop Analysis of Factual & Counterfactual Explanations,"Ibrahim, Lujain; Ghassemi, Mohammad M.; Alhanai, Tuka",2023,Public sector,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,Between-Subjects,Independent Samples,Predict recidivism,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Numeric,Shallow,Human,No,HAI = Selective Feature Attr.,Yes,No,"Numeric, Text",Brier Score,Accuracy,Up,738,93,93,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.7108,0.7954,0.7505,0.7108,0.7954,0.7505,AI,0.7954,0.7108,0,0.0736,0.0311,0.0732,0.0311,0.0736,No,HAI = Treatment 2,,-0.7951322476807539,0.023015892137368696,0.5386622944070669,0.022103818353717858,-0.7951322476807539,0.023015892137368696,0.5386622944070669,0.022103818353717858
Green_2021,30,1,1,1,30.1,30.1.1.1,Algorithmic risk assessments can alter human decision-making processes in high-stakes government contexts,"Green, Ben; Chen, Yiling",2021,Public sector,"Proc. ACM Hum.-Comput. Interact. 5, CSCW2",Between-Subjects,Independent Samples,Predict pre-trial violations,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Discete,Shallow,Human,No,,No,Yes,,Brier Score,Accuracy,Up,268,138,130,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.721,0.793,0.751,0.721,0.793,0.751,AI,0.793,0.721,0,0.298,0.184,0.242,0.184,0.298,No,,,-0.19561714848535647,0.014925473060930585,0.11019683144154419,0.015318430325891114,-0.19561714848535647,0.014925473060930585,0.10986801149734457,0.014876877087344878
Green_2021,30,2,1,1,30.2,30.2.1.1,Algorithmic risk assessments can alter human decision-making processes in high-stakes government contexts,"Green, Ben; Chen, Yiling",2021,Public sector,"Proc. ACM Hum.-Comput. Interact. 5, CSCW2",Between-Subjects,Independent Samples,Predict loan defaults,"Categoric, Numeric",Multiple,Yes,No,No,Yes,No,No,Numeric,Numeric,Decide,Shallow,"Categoric, Numeric",Discete,Shallow,Human,No,,No,Yes,,Brier Score,Accuracy,Up,276,145,131,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.752,0.875,0.832,0.752,0.875,0.832,AI,0.875,0.752,0,0.267,0.222,0.241,0.222,0.267,No,HAI = AI,Ask for data from authors,-0.18546911509821176,0.014512607032263859,0.3136406921532762,0.015365785618957324,-0.18546911509821176,0.014512607032263859,0.3128721496494533,0.014626996116477584
Fogliato_2021,47,1,1,1,47.1,47.1.1.1,The impact of algorithmic risk assessments on human predictions and its analysis via crowdsourcing studies,"Fogliato, Riccardo; Chouldechova, Alexandra; Lipton, Zachary",2021,Public sector,Proceedings of the ACM on Human-Computer Interaction,Within-Subjects,Dependent Samples,Predict recidivism,"Numeric, Text",Multiple,No,No,No,Yes,Yes,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,Non-anchor,No,Yes,,Accuracy,Accuracy,Up,531,531,531,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.5687,0.6122,0.5715,0.5687,0.6122,0.5715,AI,0.6122,0.5687,0,0.0615,0.058,0.0654,0.058034206,0.0615,No,HAI = AI + explanation,Based on binomial model for AI condition,-0.657823722673977,0.003964595267069498,0.04407719400292531,0.003762062444279377,-0.6579945479701629,0.003964700943625741,0.04407719400292531,0.003762062444279377
Fogliato_2021,47,1,1,2,47.1,47.1.1.2,The impact of algorithmic risk assessments on human predictions and its analysis via crowdsourcing studies,"Fogliato, Riccardo; Chouldechova, Alexandra; Lipton, Zachary",2021,Public sector,Proceedings of the ACM on Human-Computer Interaction,Within-Subjects,Dependent Samples,Predict recidivism,"Numeric, Text",Multiple,No,No,No,Yes,Yes,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,Non-anchor,No,Yes,,PPV,Accuracy,Up,531,531,531,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.5081,0.6635,0.5279,0.5081,0.6635,0.5279,AI,0.6635,0.5081,0,0.1489,0.171,0.1585,0.17100683,0.1489,No,HAI = AI alone,Based on binomial model for AI condition,-0.8218738941232931,0.004078720117209726,0.1286684824578017,0.0037689325494235774,-0.8218915512728504,0.004078733762758293,0.1286684824578017,0.0037689325494235774
Fogliato_2021,47,1,1,3,47.1,47.1.1.3,The impact of algorithmic risk assessments on human predictions and its analysis via crowdsourcing studies,"Fogliato, Riccardo; Chouldechova, Alexandra; Lipton, Zachary",2021,Public sector,Proceedings of the ACM on Human-Computer Interaction,Within-Subjects,Dependent Samples,Predict recidivism,"Numeric, Text",Multiple,No,No,No,Yes,Yes,No,Binary,Binary,Decide,Shallow,"Categoric, Numeric",Continuous,Shallow,Human,No,Non-anchor,No,Yes,,FPR,Error Rate,Down,531,531,531,Crowdworkers,Crowdworkers,MTurk,No,Yes,0.5276,0.1705,0.508,-0.5276,-0.1705,-0.508,AI,-0.1705,-0.5276,0,0.2569,0.0915,0.281,0.091488394,0.2569,No,HAI = AI + explanation,Based on binomial model for AI condition,-1.6139749110249946,0.004985833253092651,0.07275144036431963,0.0037636374127707007,-1.6139552866464029,0.0049858034713157655,0.07275144036431963,0.0037636374127707007
